"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_password_reset","tests.pytest","2026-08-02","passed","2026-08-02","TestUserAuthentication","test_pytest_markers","",""
"","20","Delete exercise","LMS service","2026-08-02","passed","2026-08-02","Delete entity","Exercises","",""
"","287","Create user","LMS service","2026-08-02","passed","2026-08-02","Create entity","Users","",""
"","22","Delete file","LMS service","2026-08-02","passed","2026-08-02","Delete entity","Files","",""
"","0","test_logout","tests.pytest","2026-08-02","passed","2026-08-02","TestUserAuthentication","test_pytest_markers","",""
"","302","Update course","LMS service","2026-08-02","passed","2026-08-02","Update entity","Courses","",""
"","31","Get courses","LMS service","2026-08-02","passed","2026-08-02","Get entities","Courses","",""
"","0","test_critical_login","tests.pytest","2026-08-02","passed","2026-08-02","","test_pytest_markers","",""
"","269","Create file with empty directory","LMS service","2026-08-02","passed","2026-08-02","Validate entity","Files","",""
"","14","Get file with incorrect file id","LMS service","2026-08-02","passed","2026-08-02","Validate entity","Files","",""
"","285","Get exercise","LMS service","2026-08-02","passed","2026-08-02","Get entity","Exercises","",""
"","43","Create course","LMS service","2026-08-02","passed","2026-08-02","Create entity","Courses","",""
"","0","test_forgot_password","tests.pytest","2026-08-02","passed","2026-08-02","TestUserInterface","test_pytest_markers","",""
"","22","Create exercise","LMS service","2026-08-02","passed","2026-08-02","Create entity","Exercises","",""
"","527","Create user","LMS service","2026-08-02","passed","2026-08-02","Create entity","Users","",""
"","285","Login with correct email and password","LMS service","2026-08-02","passed","2026-08-02","Login","Authentication","",""
"","0","test_login","tests.pytest","2026-08-02","passed","2026-08-02","TestUserAuthentication","test_pytest_markers","",""
"","535","Create user","LMS service","2026-08-02","passed","2026-08-02","Create entity","Users","",""
"","15","Get exercises","LMS service","2026-08-02","passed","2026-08-02","Get entities","Exercises","",""
"","13","Get user me","LMS service","2026-08-02","passed","2026-08-02","Get entity","Users","",""
"","27","Get file","LMS service","2026-08-02","passed","2026-08-02","Get entity","Files","",""
"","0","test_regression_case","tests.pytest","2026-08-02","passed","2026-08-02","","test_pytest_markers","",""
"","272","Create file with empty filename","LMS service","2026-08-02","passed","2026-08-02","Validate entity","Files","",""
"","33","Create file","LMS service","2026-08-02","passed","2026-08-02","Create entity","Files","",""
"","317","Update exercise","LMS service","2026-08-02","passed","2026-08-02","Update entity","Exercises","",""
