"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","20","Delete file","LMS service","2026-07-31","passed","2026-07-31","Delete entity","Files","",""
"","303","Create file","LMS service","2026-07-31","passed","2026-07-31","Create entity","Files","",""
"","597","Create user","LMS service","2026-07-31","passed","2026-07-31","Create entity","Users","",""
"","21","Create file with empty directory","LMS service","2026-07-31","passed","2026-07-31","Validate entity","Files","",""
"","37","Create course","LMS service","2026-07-31","passed","2026-07-31","Create entity","Courses","",""
"","324","Create exercise","LMS service","2026-07-31","passed","2026-07-31","Create entity","Exercises","",""
"","25","Get courses","LMS service","2026-07-31","passed","2026-07-31","Get entities","Courses","",""
"","0","test_forgot_password","tests.pytest","2026-07-31","passed","2026-07-31","TestUserInterface","test_pytest_markers","",""
"","27","Create file with empty filename","LMS service","2026-07-31","passed","2026-07-31","Validate entity","Files","",""
"","322","Delete exercise","LMS service","2026-07-31","passed","2026-07-31","Delete entity","Exercises","",""
"","0","test_regression_case","tests.pytest","2026-07-31","passed","2026-07-31","","test_pytest_markers","",""
"","13","Get file","LMS service","2026-07-31","passed","2026-07-31","Get entity","Files","",""
"","0","test_password_reset","tests.pytest","2026-07-31","passed","2026-07-31","TestUserAuthentication","test_pytest_markers","",""
"","0","test_logout","tests.pytest","2026-07-31","passed","2026-07-31","TestUserAuthentication","test_pytest_markers","",""
"","599","Create user","LMS service","2026-07-31","passed","2026-07-31","Create entity","Users","",""
"","16","Get file with incorrect file id","LMS service","2026-07-31","passed","2026-07-31","Validate entity","Files","",""
"","51","Update exercise","LMS service","2026-07-31","passed","2026-07-31","Update entity","Exercises","",""
"","17","Get exercises","LMS service","2026-07-31","passed","2026-07-31","Get entities","Exercises","",""
"","302","Get user me","LMS service","2026-07-31","passed","2026-07-31","Get entity","Users","",""
"","0","test_critical_login","tests.pytest","2026-07-31","passed","2026-07-31","","test_pytest_markers","",""
"","18","Get exercise","LMS service","2026-07-31","passed","2026-07-31","Get entity","Exercises","",""
"","29","Update course","LMS service","2026-07-31","passed","2026-07-31","Update entity","Courses","",""
"","320","Login with correct email and password","LMS service","2026-07-31","passed","2026-07-31","Login","Authentication","",""
"","322","Create user","LMS service","2026-07-31","passed","2026-07-31","Create entity","Users","",""
"","0","test_login","tests.pytest","2026-07-31","passed","2026-07-31","TestUserAuthentication","test_pytest_markers","",""
