"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","37","Update course","LMS service","2026-08-02","passed","2026-08-02","Update entity","Courses","",""
"","555","Login with correct email and password","LMS service","2026-08-02","passed","2026-08-02","Login","Authentication","",""
"","35","Create course","LMS service","2026-08-02","passed","2026-08-02","Create entity","Courses","",""
"","0","test_regression_case","tests.pytest","2026-08-02","passed","2026-08-02","","test_pytest_markers","",""
"","17","Get exercise","LMS service","2026-08-02","passed","2026-08-02","Get entity","Exercises","",""
"","26","Create file with empty directory","LMS service","2026-08-02","passed","2026-08-02","Validate entity","Files","",""
"","270","Create file with empty filename","LMS service","2026-08-02","passed","2026-08-02","Validate entity","Files","",""
"","26","Create exercise","LMS service","2026-08-02","passed","2026-08-02","Create entity","Exercises","",""
"","0","test_forgot_password","tests.pytest","2026-08-02","passed","2026-08-02","TestUserInterface","test_pytest_markers","",""
"","16","Get file with incorrect file id","LMS service","2026-08-02","passed","2026-08-02","Validate entity","Files","",""
"","53","Create file","LMS service","2026-08-02","passed","2026-08-02","Create entity","Files","",""
"","13","Get file","LMS service","2026-08-02","passed","2026-08-02","Get entity","Files","",""
"","291","Create user","LMS service","2026-08-02","passed","2026-08-02","Create entity","Users","",""
"","16","Get exercises","LMS service","2026-08-02","passed","2026-08-02","Get entities","Exercises","",""
"","32","Get courses","LMS service","2026-08-02","passed","2026-08-02","Get entities","Courses","",""
"","530","Create user","LMS service","2026-08-02","passed","2026-08-02","Create entity","Users","",""
"","23","Delete exercise","LMS service","2026-08-02","passed","2026-08-02","Delete entity","Exercises","",""
"","13","Get user me","LMS service","2026-08-02","passed","2026-08-02","Get entity","Users","",""
"","0","test_critical_login","tests.pytest","2026-08-02","passed","2026-08-02","","test_pytest_markers","",""
"","533","Create user","LMS service","2026-08-02","passed","2026-08-02","Create entity","Users","",""
"","25","Delete file","LMS service","2026-08-02","passed","2026-08-02","Delete entity","Files","",""
"","0","test_login","tests.pytest","2026-08-02","passed","2026-08-02","TestUserAuthentication","test_pytest_markers","",""
"","0","test_password_reset","tests.pytest","2026-08-02","passed","2026-08-02","TestUserAuthentication","test_pytest_markers","",""
"","24","Update exercise","LMS service","2026-08-02","passed","2026-08-02","Update entity","Exercises","",""
"","0","test_logout","tests.pytest","2026-08-02","passed","2026-08-02","TestUserAuthentication","test_pytest_markers","",""
