"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_login","tests.pytest","2026-08-02","passed","2026-08-02","TestUserAuthentication","test_pytest_markers","",""
"","607","Create user","LMS service","2026-08-02","passed","2026-08-02","Create entity","Users","",""
"","20","Get exercises","LMS service","2026-08-02","passed","2026-08-02","Get entities","Exercises","",""
"","622","Login with correct email and password","LMS service","2026-08-02","passed","2026-08-02","Login","Authentication","",""
"","305","Create file with empty filename","LMS service","2026-08-02","passed","2026-08-02","Validate entity","Files","",""
"","612","Create user","LMS service","2026-08-02","passed","2026-08-02","Create entity","Users","",""
"","0","test_critical_login","tests.pytest","2026-08-02","passed","2026-08-02","","test_pytest_markers","",""
"","328","Create user","LMS service","2026-08-02","passed","2026-08-02","Create entity","Users","",""
"","22","Update exercise","LMS service","2026-08-02","passed","2026-08-02","Update entity","Exercises","",""
"","41","Update course","LMS service","2026-08-02","passed","2026-08-02","Update entity","Courses","",""
"","14","Get file","LMS service","2026-08-02","passed","2026-08-02","Get entity","Files","",""
"","18","Get exercise","LMS service","2026-08-02","passed","2026-08-02","Get entity","Exercises","",""
"","22","Create file with empty directory","LMS service","2026-08-02","passed","2026-08-02","Validate entity","Files","",""
"","18","Get file with incorrect file id","LMS service","2026-08-02","passed","2026-08-02","Validate entity","Files","",""
"","34","Get courses","LMS service","2026-08-02","passed","2026-08-02","Get entities","Courses","",""
"","0","test_regression_case","tests.pytest","2026-08-02","passed","2026-08-02","","test_pytest_markers","",""
"","0","test_logout","tests.pytest","2026-08-02","passed","2026-08-02","TestUserAuthentication","test_pytest_markers","",""
"","27","Delete file","LMS service","2026-08-02","passed","2026-08-02","Delete entity","Files","",""
"","73","Create file","LMS service","2026-08-02","passed","2026-08-02","Create entity","Files","",""
"","25","Create exercise","LMS service","2026-08-02","passed","2026-08-02","Create entity","Exercises","",""
"","38","Create course","LMS service","2026-08-02","passed","2026-08-02","Create entity","Courses","",""
"","0","test_password_reset","tests.pytest","2026-08-02","passed","2026-08-02","TestUserAuthentication","test_pytest_markers","",""
"","23","Delete exercise","LMS service","2026-08-02","passed","2026-08-02","Delete entity","Exercises","",""
"","0","test_forgot_password","tests.pytest","2026-08-02","passed","2026-08-02","TestUserInterface","test_pytest_markers","",""
"","15","Get user me","LMS service","2026-08-02","passed","2026-08-02","Get entity","Users","",""
